strains,AMP,AUG,AXO,AZI,CHL,CIP,COT,FIS,FOX,GEN,KAN,NAL,STR,TET,TIO
SRR3295870,1,1,0.25,2,4,0.5,0.125,64,2,0.5,#N/A,32,8,4,0.5
SRR1813446,1,1,0.25,#N/A,8,0.01,0.12,256,1,0.25,#N/A,4,#N/A,32,0.5
SRR3215342,32,32,32,#N/A,4,0.01,0.12,256,32,0.25,#N/A,2,#N/A,32,8
SRR2566898,1,1,0.25,4,4,0.015,0.12,256,4,0.5,8,2,#N/A,32,0.5
SRR2567137,1,1,0.25,4,8,0.015,0.12,256,1,16,64,4,64,32,1
SRR2533326,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,32,1
SRR3932890,1,1,0.25,2,8,0.015,0.12,256,2,0.25,#N/A,4,4,32,1
SRR3418278,1,1,0.25,#N/A,4,0.01,0.12,64,4,2,#N/A,4,#N/A,4,0.5
SRR1658082,32,32,32,#N/A,8,0.01,0.12,#N/A,16,0.5,#N/A,4,#N/A,32,8
SRR2670713,32,32,16,#N/A,8,0.01,0.12,256,32,0.25,#N/A,4,64,32,8
SRR1573567,1,1,0.25,#N/A,8,0.01,0.12,256,2,0.25,#N/A,4,#N/A,32,0.5
SRR1637061,1,1,0.25,#N/A,4,0.01,0.12,#N/A,2,0.25,#N/A,4,#N/A,4,0.5
SRR3210390,2,2,0.25,#N/A,8,0.01,0.12,64,4,0.5,#N/A,2,#N/A,4,1
SRR1198898,1,1,0.25,#N/A,4,0.01,0.12,#N/A,2,0.25,#N/A,4,64,4,0.5
SRR3295728,32,32,32,4,8,0.015,0.125,64,32,0.5,#N/A,4,4,4,8
SRR1448877,2,1,0.25,#N/A,4,0.01,0.12,#N/A,2,0.5,#N/A,4,64,32,1
SRR2082822,4,2,0.25,#N/A,16,0.06,0.12,64,16,0.5,#N/A,8,#N/A,4,2
SRR1619494,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.25,#N/A,4,#N/A,4,0.5
SRR2407583,1,1,0.25,4,8,0.015,0.12,32,4,0.25,#N/A,2,2,4,1
SRR4280588,1,1,0.25,2,4,0.015,0.12,32,8,1,#N/A,4,4,4,1
SRR2542452,32,8,0.25,#N/A,8,0.03,0.12,32,2,0.25,#N/A,4,#N/A,32,1
SRR3173701,32,16,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,32,1
SRR1619603,32,32,64,#N/A,4,0.01,0.12,16,32,0.25,#N/A,4,#N/A,4,8
SRR1363297,2,2,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,32,1
SRR3665173,32,8,2,4,8,0.015,0.12,256,4,16,8,2,64,32,1
SRR1908954,1,1,0.25,#N/A,4,0.01,0.12,64,2,0.5,#N/A,8,64,32,1
SRR2567092,1,1,0.25,2,4,0.015,0.12,32,4,0.5,8,2,#N/A,4,1
SRR1631182,1,1,0.25,#N/A,4,0.03,0.12,64,2,0.25,#N/A,4,#N/A,4,0.5
SRR2982336,1,1,0.25,#N/A,8,0.01,0.12,256,4,0.25,#N/A,2,#N/A,32,1
SRR3295936,32,32,16,4,32,0.015,0.125,256,32,0.5,#N/A,4,64,32,8
SRR4280603,32,32,16,2,2,0.015,0.12,32,32,0.25,#N/A,2,8,4,8
SRR2407789,32,16,0.25,2,8,0.015,0.12,256,4,16,#N/A,4,32,4,1
SRR1573574,32,32,16,#N/A,8,0.01,0.12,256,32,0.25,#N/A,4,#N/A,32,8
SRR2407665,1,1,0.25,4,8,0.015,0.12,32,2,0.5,#N/A,2,8,4,0.5
SRR2407663,1,1,0.25,4,8,0.015,0.12,256,2,0.5,#N/A,4,8,32,1
SRR3665232,32,32,32,4,8,0.015,0.12,256,32,0.5,64,4,64,32,8
SRR3764681,1,1,0.25,#N/A,8,0.03,0.12,64,4,0.5,#N/A,4,#N/A,4,1
SRR2989195,1,1,0.25,4,8,0.015,0.25,256,2,0.5,#N/A,4,64,4,1
SRR4280598,1,1,0.25,4,8,0.015,0.12,64,2,0.5,#N/A,4,64,32,1
SRR1946947,32,32,16,#N/A,8,0.03,0.12,64,32,0.5,#N/A,8,#N/A,4,8
SRR3664723,1,1,0.25,4,4,0.015,0.12,16,2,0.5,8,4,#N/A,4,0.5
SRR1544299,32,32,16,#N/A,4,0.01,0.12,64,32,0.5,#N/A,4,64,32,8
SRR3344468,1,1,0.25,#N/A,4,0.01,0.12,256,2,0.5,#N/A,4,#N/A,4,0.5
SRR2102389,32,32,16,#N/A,8,0.01,0.25,256,32,0.25,#N/A,4,#N/A,32,8
SRR3101828,2,1,0.25,#N/A,8,0.01,0.12,64,4,16,#N/A,4,#N/A,4,1
SRR3295912,32,16,0.25,4,32,0.015,0.25,256,2,0.5,#N/A,4,64,32,1
SRR3295928,2,2,0.25,2,4,0.015,0.125,32,8,0.5,#N/A,2,64,32,1
SRR2962363,32,8,0.25,#N/A,8,0.01,0.12,32,2,0.5,#N/A,4,64,32,1
SRR3091330,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,4,1
SRR3664770,32,32,16,4,8,0.015,0.12,256,16,0.5,8,4,#N/A,32,8
SRR3242362,32,32,16,#N/A,8,0.03,0.12,256,32,0.25,#N/A,4,64,32,8
SRR3664852,1,1,0.25,4,8,0.015,0.12,256,2,0.5,8,4,#N/A,32,1
SRR3223102,1,1,0.25,#N/A,4,0.03,0.12,32,4,0.25,#N/A,2,#N/A,4,1
SRR1299273,32,32,16,#N/A,8,0.01,0.12,64,32,0.5,#N/A,4,64,32,8
SRR1220800,2,1,0.25,#N/A,4,0.03,0.12,#N/A,2,0.25,#N/A,8,#N/A,4,0.5
SRR3131143,32,32,32,#N/A,4,0.01,0.12,64,32,0.25,#N/A,4,#N/A,4,8
SRR2566997,1,1,0.25,8,8,0.03,0.12,16,2,0.5,8,4,#N/A,4,1
SRR1778032,1,1,0.25,#N/A,8,0.01,0.12,#N/A,4,0.5,#N/A,4,#N/A,4,1
SRR1658071,1,1,0.25,#N/A,8,0.01,0.12,#N/A,2,0.5,#N/A,4,#N/A,4,0.5
SRR3664628,32,4,0.25,4,4,0.015,0.12,16,4,16,8,4,64,32,0.5
SRR3664796,1,1,0.25,4,8,0.015,0.12,16,4,0.5,8,4,#N/A,4,0.5
SRR3122767,32,8,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,64,32,1
SRR3664733,2,1,0.25,8,16,0.06,0.12,16,8,0.5,#N/A,4,8,4,1
SRR1735407,32,32,16,#N/A,8,0.01,0.12,#N/A,16,1,#N/A,4,#N/A,32,8
SRR3664907,32,8,0.25,4,8,0.015,0.12,64,4,1,8,2,#N/A,32,1
SRR3295795,1,1,0.25,2,4,0.015,0.125,32,4,0.5,#N/A,4,8,32,0.5
SRR2407763,1,1,0.25,4,8,0.03,0.12,16,4,0.5,#N/A,4,8,4,1
SRR2989204,32,4,0.25,4,8,0.015,0.125,256,2,0.5,#N/A,4,64,32,1
SRR3295717,1,1,0.25,4,8,0.015,0.125,256,4,0.5,#N/A,4,32,32,1
SRR3295558,1,1,0.25,4,8,0.03,0.12,32,4,0.5,#N/A,4,16,4,1
SRR1534880,32,32,16,#N/A,4,0.01,0.12,32,32,0.25,#N/A,4,#N/A,4,8
SRR2584318,1,1,0.25,#N/A,8,0.01,0.12,32,2,0.5,#N/A,4,#N/A,4,1
SRR3295773,1,1,0.25,4,8,0.015,0.125,32,4,0.5,#N/A,4,16,32,1
SRR2599657,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,4,1
SRR1982220,1,1,0.25,#N/A,8,0.01,0.12,64,4,0.5,#N/A,4,#N/A,4,1
SRR3045981,32,8,0.25,#N/A,4,0.01,0.12,256,2,0.25,#N/A,2,#N/A,32,0.5
SRR3933055,1,2,0.25,4,8,0.015,0.12,16,2,0.5,#N/A,4,16,4,1
SRR1299430,1,1,0.25,#N/A,8,0.01,0.12,#N/A,2,0.25,#N/A,4,#N/A,4,0.5
SRR3021488,1,1,0.25,#N/A,4,0.01,0.12,64,2,1,#N/A,2,64,32,1
SRR3664782,1,1,0.25,2,4,0.015,0.12,256,4,0.25,8,4,#N/A,32,0.5
SRR4280575,2,1,0.25,4,4,0.03,0.12,32,4,0.5,#N/A,4,4,4,1
SRR2033920,2,1,0.25,#N/A,4,0.01,0.25,256,4,16,#N/A,4,64,4,1
SRR3664991,1,1,0.25,4,8,0.03,0.12,32,16,0.5,#N/A,4,16,4,1
SRR3091328,1,1,0.25,#N/A,8,0.03,0.12,64,2,0.25,#N/A,4,#N/A,4,1
SRR3146659,2,1,0.25,#N/A,4,0.03,0.12,64,2,0.25,#N/A,4,#N/A,4,1
SRR3224092,1,2,0.25,#N/A,4,0.01,0.12,64,2,0.25,#N/A,2,#N/A,32,1
SRR3188255,2,2,0.25,#N/A,8,0.03,0.12,64,4,0.5,#N/A,4,#N/A,32,2
SRR1783220,32,32,16,#N/A,4,0.01,0.12,64,32,0.5,#N/A,2,64,32,8
SRR3099616,1,1,0.25,#N/A,8,0.01,0.12,32,4,0.25,#N/A,2,#N/A,4,1
SRR1982207,32,8,0.25,#N/A,8,0.01,0.25,32,4,16,#N/A,2,64,32,2
SRR3242328,32,8,0.25,#N/A,8,0.01,0.12,64,2,16,#N/A,4,#N/A,32,1
SRR3295668,2,1,0.25,4,8,0.015,0.25,256,8,0.5,#N/A,4,64,32,1
SRR3295738,1,1,0.25,2,4,0.015,0.125,64,4,0.5,#N/A,4,8,32,1
SRR1951877,32,32,64,#N/A,32,0.01,0.25,256,32,16,#N/A,4,64,32,8
SRR1185792,1,1,0.25,#N/A,8,0.01,0.12,#N/A,4,0.25,#N/A,4,#N/A,4,1
SRR1556959,32,32,64,#N/A,8,0.01,0.12,256,32,0.25,#N/A,4,64,32,8
SRR2989206,1,1,0.25,8,16,0.015,0.125,32,4,0.25,#N/A,4,8,32,1
SRR3295686,1,1,0.25,4,4,0.015,0.125,32,2,0.25,#N/A,2,64,32,0.5
SRR2017884,2,1,0.25,#N/A,8,0.03,0.25,32,2,0.25,#N/A,4,#N/A,4,1
SRR3295939,1,1,0.25,2,4,0.015,0.125,32,2,0.25,#N/A,2,64,4,0.5
SRR3295549,1,1,0.25,4,8,0.015,0.12,64,4,0.5,#N/A,4,64,32,1
SRR3098659,1,1,0.25,#N/A,4,0.01,0.12,64,2,0.25,#N/A,4,#N/A,4,1
SRR3509859,1,1,0.25,#N/A,4,0.01,0.12,64,2,0.25,#N/A,2,#N/A,4,1
SRR2982353,2,1,0.25,#N/A,8,0.01,0.12,256,8,16,#N/A,16,64,4,1
SRR3295854,1,1,0.25,4,32,0.015,0.125,32,4,0.5,#N/A,4,8,4,1
SRR2062217,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.25,#N/A,4,#N/A,4,1
SRR1801539,1,1,0.25,#N/A,8,0.01,0.12,16,2,0.5,#N/A,4,#N/A,4,1
SRR3219142,1,1,0.25,#N/A,8,0.01,0.12,64,4,1,#N/A,4,64,32,1
SRR3090002,32,8,0.25,#N/A,8,0.01,0.12,64,2,0.25,#N/A,4,#N/A,4,1
SRR1664265,32,32,16,#N/A,4,0.01,0.12,256,32,0.25,#N/A,4,#N/A,32,8
SRR2567002,1,1,0.25,4,8,0.03,0.12,16,2,0.5,8,4,#N/A,4,1
SRR3129704,2,1,0.25,2,4,0.015,0.125,64,2,0.25,#N/A,2,8,32,1
SRR2584393,2,1,0.25,#N/A,8,0.01,0.12,128,2,0.5,#N/A,4,#N/A,4,1
SRR2989188,1,1,0.25,2,8,0.015,0.125,256,4,0.5,#N/A,4,16,32,1
SRR2407571,1,1,0.25,4,4,0.015,0.12,16,2,0.25,#N/A,2,8,4,1
SRR3096102,1,1,0.25,#N/A,4,0.01,0.12,64,2,0.5,#N/A,2,64,32,0.5
SRR3096090,1,1,0.25,#N/A,4,0.01,0.12,64,2,1,#N/A,2,#N/A,4,0.5
SRR3932906,1,1,0.25,2,8,0.015,0.12,256,4,0.25,#N/A,4,8,32,1
SRR3932885,32,32,8,4,8,0.015,0.12,256,16,0.25,#N/A,4,8,32,8
SRR2599652,2,1,0.25,#N/A,8,0.01,0.12,128,2,0.5,#N/A,4,#N/A,4,1
SRR2533478,32,8,0.25,#N/A,8,0.01,0.12,32,2,0.25,#N/A,4,64,32,0.5
SRR3173523,1,1,0.25,#N/A,8,0.01,0.12,64,4,0.5,#N/A,4,#N/A,4,1
SRR1521571,1,1,0.25,#N/A,8,0.01,0.12,32,2,0.25,#N/A,4,#N/A,4,0.5
SRR2670712,32,16,0.25,#N/A,8,0.01,0.12,256,2,8,#N/A,4,64,4,1
SRR2566971,32,32,16,4,8,0.015,0.12,256,32,0.5,8,4,#N/A,32,8
SRR3295770,1,1,0.25,2,8,0.015,0.125,64,2,0.5,#N/A,4,8,32,1
SRR2567116,2,1,0.25,4,8,0.015,0.12,16,2,0.5,8,2,64,4,1
SRR1257273,2,1,0.25,#N/A,8,0.01,0.12,#N/A,4,0.5,#N/A,8,#N/A,4,1
SRR1575963,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,64,32,1
SRR2568402,1,1,0.25,#N/A,8,0.01,0.12,64,4,0.5,#N/A,1,#N/A,32,0.5
SRR3096031,1,1,0.25,#N/A,4,0.01,0.12,64,2,0.5,#N/A,4,64,32,0.5
SRR1916389,2,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,32,1
SRR3330386,32,8,0.25,#N/A,4,0.01,0.12,256,2,16,#N/A,4,64,32,1
SRR1202996,32,8,0.25,#N/A,8,0.01,0.12,#N/A,2,0.5,#N/A,8,#N/A,4,0.5
SRR2064118,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,4,1
SRR1588686,1,1,0.25,#N/A,8,0.01,0.12,64,2,1,#N/A,4,64,4,0.5
SRR3089992,32,32,8,#N/A,8,0.01,0.12,256,32,0.25,#N/A,4,#N/A,32,8
SRR1363314,32,32,32,#N/A,32,0.01,0.12,256,32,16,#N/A,4,64,32,8
SRR3295959,32,32,8,4,4,0.015,0.125,256,32,0.5,#N/A,2,8,32,8
SRR2566946,1,1,0.25,4,8,0.015,0.12,16,2,0.5,8,4,#N/A,4,1
SRR3055301,1,1,0.25,#N/A,8,0.01,0.12,256,4,16,#N/A,2,64,4,1
SRR3173685,1,1,0.25,#N/A,8,0.01,0.25,16,4,0.5,#N/A,2,#N/A,16,0.5
SRR2015808,32,16,0.25,#N/A,8,0.01,0.25,256,2,8,#N/A,2,#N/A,4,1
SRR3932908,1,1,0.25,4,4,0.015,0.12,32,4,1,#N/A,4,64,32,0.5
SRR3665115,32,32,0.25,4,8,0.015,0.12,32,2,0.25,#N/A,4,2,32,1
SRR2407612,32,32,8,8,4,0.03,0.12,256,32,0.25,#N/A,2,8,32,8
SRR2724061,1,1,0.25,#N/A,4,0.01,0.12,64,4,0.5,#N/A,4,#N/A,4,1
SRR3664949,1,1,0.25,4,4,0.015,0.12,256,4,16,64,4,64,32,1
SRR1631189,1,1,0.25,#N/A,4,0.01,0.12,64,2,1,#N/A,2,64,32,0.5
SRR1752827,1,1,0.25,#N/A,4,0.01,0.12,256,2,16,#N/A,2,64,4,0.5
SRR3184195,32,32,8,#N/A,4,0.01,0.12,256,32,0.25,#N/A,2,#N/A,32,8
SRR1820093,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.25,#N/A,4,#N/A,4,0.5
SRR3665281,1,1,0.25,4,4,0.015,0.12,32,2,0.5,8,2,64,32,0.5
SRR3033321,1,1,0.25,2,4,0.015,0.125,16,4,0.5,#N/A,4,4,4,1
SRR1980738,1,1,0.25,#N/A,8,0.03,0.12,64,4,0.5,#N/A,4,#N/A,4,1
SRR2407607,1,1,0.25,4,8,0.03,0.12,32,8,0.5,#N/A,4,16,4,1
SRR2912650,1,1,0.25,#N/A,8,0.01,0.12,256,2,0.25,#N/A,4,#N/A,32,1
SRR3184186,1,1,0.25,#N/A,4,0.01,0.12,16,8,0.25,#N/A,4,#N/A,4,1
SRR1998980,32,16,0.25,#N/A,32,0.01,0.12,256,2,0.25,#N/A,4,64,32,1
SRR3295732,1,1,0.25,4,8,0.015,0.25,256,4,0.5,#N/A,4,16,32,1
SRR3664860,32,32,16,4,4,0.015,0.12,16,32,0.5,8,2,64,32,8
SRR2533456,32,8,0.25,#N/A,8,0.01,0.12,32,2,0.25,#N/A,4,64,32,1
SRR2542455,2,1,0.25,#N/A,8,0.03,0.12,256,2,0.5,#N/A,4,#N/A,32,0.5
SRR3664893,1,1,0.25,4,8,0.03,0.12,64,2,0.5,8,4,#N/A,4,1
SRR3665073,1,1,0.25,4,8,0.015,0.12,64,2,0.5,8,4,#N/A,4,1
SRR2070978,2,2,0.25,#N/A,8,0.01,0.12,16,8,16,#N/A,4,64,4,1
SRR1300629,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,4,0.5
SRR3664615,32,32,16,2,4,0.015,0.12,16,32,0.25,8,2,64,32,8
SRR1598885,1,1,0.25,#N/A,4,0.01,0.12,256,2,16,#N/A,2,64,4,0.5
SRR2566866,32,32,32,4,4,0.03,0.125,32,32,0.25,#N/A,2,4,4,8
SRR2566895,1,1,0.25,4,8,0.03,0.12,16,2,0.5,8,4,#N/A,4,0.5
SRR1363279,32,32,16,#N/A,8,0.01,0.12,64,32,0.5,#N/A,4,64,32,8
SRR3295594,32,8,0.25,4,4,0.015,0.12,32,4,16,#N/A,2,8,4,0.5
SRR1299364,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,16,1
SRR2015797,32,16,0.25,#N/A,4,0.01,0.12,16,2,0.25,#N/A,4,#N/A,32,1
SRR1544208,32,32,32,#N/A,32,0.01,4,256,32,0.25,#N/A,2,64,32,8
SRR3295640,1,1,0.25,4,4,0.015,0.125,64,8,0.5,#N/A,4,32,32,1
SRR3173686,1,1,0.25,#N/A,4,0.01,0.12,64,2,0.25,#N/A,2,#N/A,32,1
SRR3665234,1,1,0.25,4,8,0.015,0.12,16,2,0.5,8,4,#N/A,4,0.5
SRR3295824,1,1,0.25,2,8,0.015,0.125,64,4,0.5,#N/A,4,8,32,1
SRR2648749,1,1,0.25,2,4,0.015,0.125,32,4,0.5,#N/A,2,64,4,0.5
SRR2670701,1,1,0.25,#N/A,8,0.01,0.12,32,2,0.5,#N/A,2,#N/A,4,1
SRR2567055,1,1,0.25,1,2,0.015,0.12,32,2,0.5,8,4,64,4,0.5
SRR3242351,32,16,0.25,#N/A,8,0.03,0.12,64,2,0.5,#N/A,4,#N/A,32,1
SRR1544306,1,1,0.25,#N/A,4,0.01,0.12,64,4,0.5,#N/A,4,64,32,1
SRR3664841,32,32,32,4,4,0.015,0.12,32,32,0.5,8,2,64,16,8
SRR3665199,1,1,0.25,2,4,0.015,0.12,64,2,0.5,8,4,64,4,0.5
SRR3664730,1,1,0.25,4,4,0.015,0.12,256,2,0.25,8,4,#N/A,32,0.5
SRR1556115,4,2,0.25,#N/A,16,0.03,0.12,32,8,0.5,#N/A,16,#N/A,32,2
SRR3740197,32,32,64,#N/A,8,0.03,0.12,64,32,0.5,#N/A,4,#N/A,32,8
SRR2407745,1,1,0.25,4,4,0.03,0.12,16,2,0.5,#N/A,2,8,32,0.5
SRR2584316,32,8,0.25,#N/A,4,0.25,0.12,32,4,0.5,#N/A,32,64,32,1
SRR3665202,1,1,0.25,4,4,0.015,0.12,16,2,0.5,8,2,#N/A,4,0.5
SRR2533335,1,1,0.25,#N/A,8,0.01,0.12,256,2,16,#N/A,4,64,4,1
SRR2407734,1,1,0.25,8,8,0.015,0.12,16,2,1,#N/A,2,16,4,1
SRR3295782,1,1,0.25,2,4,0.015,0.125,256,4,0.25,#N/A,4,4,32,0.5
SRR3664742,32,16,0.25,4,8,0.015,0.12,32,2,0.5,8,4,#N/A,32,1
SRR3664923,2,1,0.25,4,8,0.03,0.12,256,2,0.5,8,4,64,4,1
SRR1822299,1,1,0.25,#N/A,8,0.03,0.12,128,2,0.25,#N/A,8,#N/A,4,2
SRR3056910,32,16,0.25,2,4,0.015,0.125,32,2,0.5,#N/A,4,8,4,1
SRR3085620,1,1,0.25,4,32,0.25,4,256,4,8,#N/A,32,32,32,1
SRR3664699,32,32,8,4,8,0.015,0.12,256,16,0.5,8,4,#N/A,32,8
SRR3295557,2,1,0.25,2,4,0.015,0.12,32,4,0.5,#N/A,4,8,4,1
SRR1637063,1,1,0.25,#N/A,8,0.01,0.12,32,2,0.25,#N/A,4,#N/A,32,0.5
SRR3223090,32,16,0.25,#N/A,32,0.03,0.12,256,4,0.5,#N/A,4,64,32,2
SRR2407753,1,1,0.25,4,4,0.015,0.12,32,2,1,#N/A,2,64,4,1
SRR2917940,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,8,0.5
SRR2407532,1,1,0.25,4,4,0.015,0.12,32,2,0.5,#N/A,4,16,4,0.5
SRR2533483,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.25,#N/A,4,#N/A,32,1
SRR3151794,32,8,0.25,#N/A,8,0.01,0.12,64,4,0.25,#N/A,2,#N/A,32,1
SRR2939121,1,1,0.25,#N/A,8,0.01,0.12,256,2,16,#N/A,4,64,4,0.5
SRR2566865,1,1,0.25,2,4,0.015,0.12,256,2,0.5,8,2,#N/A,32,0.5
SRR2407586,1,1,0.25,4,4,0.03,0.12,256,2,0.25,#N/A,2,4,32,1
SRR3330375,8,2,0.25,#N/A,8,0.03,0.12,128,2,0.5,#N/A,4,64,32,1
SRR3295580,1,1,0.25,4,4,0.015,0.12,32,4,0.5,#N/A,2,64,32,0.5
SRR2566960,1,1,0.25,4,4,0.015,0.12,16,1,0.5,8,2,#N/A,32,0.5
SRR3932945,1,1,0.25,16,8,0.03,0.12,256,4,0.5,#N/A,4,64,32,1
SRR3665022,1,1,0.25,4,8,0.015,0.12,64,4,0.5,8,4,#N/A,32,1
SRR2911795,1,1,0.25,#N/A,8,0.01,0.12,32,2,0.5,#N/A,4,#N/A,4,1
SRR2566925,1,1,0.25,4,8,0.015,0.12,32,2,0.5,8,4,#N/A,4,1
SRR2407705,1,1,0.25,4,4,0.03,0.12,32,2,1,#N/A,2,64,32,1
SRR3295712,32,32,32,4,8,0.015,0.125,16,32,0.5,#N/A,2,4,4,8
SRR1574265,32,16,0.25,#N/A,4,0.01,0.12,256,4,8,#N/A,4,#N/A,4,1
SRR1793246,2,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,32,0.5
SRR1334223,1,1,0.25,#N/A,8,0.01,0.12,32,2,0.25,#N/A,4,#N/A,4,1
SRR2407785,1,1,0.25,4,4,0.015,0.12,16,2,0.25,#N/A,2,8,4,0.5
SRR2829308,1,1,0.25,2,8,0.015,0.125,32,2,0.5,#N/A,4,8,4,1
SRR1752882,1,1,0.25,#N/A,4,0.01,0.12,64,2,0.25,#N/A,4,#N/A,4,0.5
SRR2982356,1,1,0.25,#N/A,8,0.01,0.12,256,4,16,#N/A,4,64,4,1
SRR1783178,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,2,#N/A,32,0.5
SRR2567087,1,1,0.25,2,4,0.015,0.12,32,2,0.25,8,2,#N/A,32,0.5
SRR3664661,32,32,32,4,8,0.015,0.25,256,32,0.5,64,4,#N/A,32,8
SRR2670717,1,1,0.25,#N/A,4,0.01,0.12,64,2,0.5,#N/A,4,64,32,0.5
SRR3664870,1,1,0.25,4,4,0.015,0.12,16,1,0.5,8,4,#N/A,4,0.5
SRR1951844,1,1,0.25,#N/A,8,0.03,0.12,128,2,0.5,#N/A,4,#N/A,32,1
SRR3191434,2,1,0.25,#N/A,8,0.03,0.12,64,2,0.5,#N/A,4,#N/A,4,1
SRR1363301,32,32,32,#N/A,32,0.01,0.12,256,32,16,#N/A,4,64,32,8
SRR3664680,1,1,0.25,2,4,0.015,0.12,32,2,0.5,8,4,64,4,0.5
SRR1272488,32,16,0.25,#N/A,8,0.01,0.25,#N/A,2,8,#N/A,4,64,4,1
SRR2054611,1,1,0.25,#N/A,4,0.01,0.12,32,4,0.25,#N/A,2,#N/A,4,1
SRR1713643,32,32,8,#N/A,4,0.01,0.12,#N/A,16,0.25,#N/A,4,#N/A,32,8
SRR2542457,1,1,0.25,#N/A,8,0.01,0.12,32,2,0.5,#N/A,4,#N/A,4,0.5
SRR1257307,32,32,16,#N/A,32,0.03,0.25,#N/A,16,0.5,#N/A,4,64,32,8
SRR1823681,1,1,0.25,#N/A,4,0.01,0.12,64,2,0.5,#N/A,2,64,32,1
SRR2533338,32,8,0.25,#N/A,4,0.01,0.12,256,2,16,#N/A,4,#N/A,4,1
SRR3082391,1,1,0.25,#N/A,4,0.01,0.12,64,2,0.5,#N/A,2,64,32,1
SRR1583159,1,1,0.25,#N/A,8,0.01,0.12,256,1,16,#N/A,4,64,32,0.5
SRR1521589,2,1,0.25,#N/A,8,0.01,0.12,32,2,0.25,#N/A,8,#N/A,4,1
SRR3219169,1,1,0.25,#N/A,2,0.01,0.12,32,1,0.25,#N/A,1,#N/A,4,0.5
SRR1773628,2,1,0.25,#N/A,8,0.03,0.12,64,2,0.25,#N/A,4,#N/A,4,1
SRR3665318,32,16,0.25,2,4,0.015,0.12,32,2,0.5,8,4,64,32,1
SRR2188127,1,1,0.25,8,8,0.015,0.125,64,4,0.5,#N/A,4,8,4,1
SRR3151790,2,1,0.25,#N/A,8,0.03,0.25,256,2,0.25,#N/A,4,64,32,2
SRR3219170,32,32,16,#N/A,4,0.01,0.12,256,32,0.25,#N/A,2,#N/A,32,8
SRR3225371,32,16,0.25,#N/A,4,0.01,0.12,32,4,16,#N/A,2,#N/A,4,1
SRR2407675,2,1,0.25,4,8,0.03,0.12,32,2,1,#N/A,4,8,4,1
SRR2542488,1,1,0.25,#N/A,4,0.01,0.12,32,2,0.5,#N/A,4,64,32,1
SRR1556116,32,16,0.25,#N/A,4,0.01,0.12,64,2,0.25,#N/A,8,64,32,1
SRR2962885,1,1,0.25,4,8,0.015,0.125,32,4,0.25,#N/A,4,8,32,1
SRR2542502,1,1,0.25,#N/A,8,0.01,0.25,256,4,0.5,#N/A,4,64,32,1
SRR2584388,1,1,0.25,#N/A,8,0.01,0.12,256,4,16,#N/A,4,64,16,1
SRR3146657,1,1,0.25,#N/A,4,0.01,0.12,64,2,0.25,#N/A,4,#N/A,4,1
SRR1553842,32,16,0.25,#N/A,8,0.01,0.25,256,2,8,#N/A,4,64,32,1
SRR1664688,2,1,0.25,#N/A,8,0.01,0.12,#N/A,2,16,#N/A,4,64,32,0.5
SRR3932979,1,1,0.25,4,4,0.015,0.12,256,4,0.25,#N/A,4,32,32,1
SRR1363286,1,1,0.25,#N/A,8,0.03,0.12,#N/A,4,0.25,#N/A,4,#N/A,4,1
SRR3933042,32,16,0.25,4,8,0.03,0.12,32,4,16,#N/A,4,64,4,1
SRR3664724,1,1,0.25,4,4,0.015,0.12,16,1,0.25,8,2,64,32,0.5
SRR1980617,1,1,0.25,#N/A,4,0.01,0.12,64,2,0.25,#N/A,2,64,32,0.5
SRR2939128,2,2,0.25,#N/A,8,0.01,0.12,#N/A,8,0.25,#N/A,4,#N/A,4,0.5
SRR3194572,2,1,0.25,#N/A,8,0.03,0.12,64,4,0.25,#N/A,4,#N/A,4,1
SRR3271892,1,1,0.25,#N/A,8,0.01,0.12,16,2,0.25,#N/A,2,#N/A,4,0.5
SRR3664632,32,4,0.25,4,4,0.015,0.12,32,4,16,8,4,64,32,0.5
SRR3056894,1,1,0.25,4,4,0.015,4,256,2,0.25,#N/A,2,16,4,0.5
