,features
19678,2.34969449
19679,1.679151773
19680,2.509043217
19681,0.012798413
19682,1.11355114
19683,1.159054041
19684,2.729923964
19685,0.948247433
19686,3.025560617
19687,2.891909838
19688,0.289669693
19689,1.714920878
19690,0.100426883
19691,1.629708529
19692,0.498336941
19693,0.226935774
19694,1.873322725
19695,1.518901587
19696,2.663719654
19697,0.315506876
19698,0.574910462
19699,1.980650902
19700,0.956989288
19701,0.615519285
19702,0.84595108
19703,1.213358045
19704,1.235950828
19705,2.06981492
19706,0.641080797
19707,1.57204175
19708,1.789524078
19709,1.214130282
19710,2.308189392
19711,2.167808771
19712,2.814882755
19713,0.075961515
19714,1.100584149
19715,0.882834494
19716,2.468832731
19717,0.59339416
19718,3.079118729
19719,2.966926813
19720,0.36185208
19721,1.734348655
19722,0.494313985
19723,2.206386089
19724,0.867275238
19725,0.561924279
19726,1.773925185
19727,1.784179091
19728,2.52925539
19729,0.380587876
19730,0.684522271
19731,1.984147191
19732,0.868174195
19733,0.676327586
19734,0.886447132
19735,1.400052428
19736,1.038974762
19737,1.971599936
19738,0.571931899
19739,1.663650632
19740,1.78622508
19741,0.874907911
19742,2.212236166
19743,2.124092579
19744,2.597664118
19745,-0.084732823
19746,1.085806251
19747,0.958509326
19748,2.283525705
19749,1.19304049
19750,2.435632706
19751,2.750804186
19752,0.284689367
19753,1.678620458
19754,0.546524704
19755,1.486611009
19756,0.740834355
19757,0.473048747
19758,1.762330055
19759,1.48231566
19760,2.455816984
19761,0.222893104
19762,0.547133029
19763,2.279284716
19764,0.796240449
19765,0.733225822
19766,0.922488153
19767,1.246483803
19768,1.04598403
19769,2.245886564
19770,0.643899381
19771,1.564307213
19772,1.720230103
19773,1.004830241
19774,2.247395754
19775,1.675369024
19776,2.472687721
19777,0.296146929
19778,1.150351644
19779,0.988467336
19780,2.270727634
19781,0.859344721
19782,2.835409641
19783,2.992357492
19784,0.477311403
19785,1.988897204
19786,0.425412327
19787,1.825414658
19788,0.507041872
19789,0.613546789
19790,1.790932417
19791,1.842710853
19792,2.531325579
19793,0.328237534
19794,0.585424006
19795,2.015453339
19796,0.863293111
19797,0.659415424
19798,0.788123727
19799,1.248055339
19800,1.073160768
19801,1.932681084
19802,0.624730468
19803,1.536621451
19804,1.818395019
19805,1.108022332
19806,2.417879105
19807,1.658841968
19808,2.496711016
19809,-0.140787065
19810,1.120972276
19811,0.90562737
19812,2.424419165
19813,0.61906755
19814,2.596828938
19815,2.966112137
19816,0.251778454
19817,1.684364557
19818,0.219568461
19819,2.087815046
19820,0.898467898
19821,0.386746824
19822,1.763647914
19823,1.743757129
19824,2.467046022
19825,0.600176573
19826,0.596386671
19827,2.109345675
19828,0.947550893
19829,0.676561713
19830,0.829955339
19831,1.421008945
19832,0.806530476
19833,2.24502039
19834,0.655150831
19835,1.81677866
19836,1.863662362
19837,0.992621362
19838,2.26960206
19839,1.797364473
19840,2.651564121
19841,0.105005004
19842,0.949357152
19843,0.912609041
19844,2.480950356
19845,0.55213201
19846,2.61940217
19847,2.873441219
19848,0.145536646
19849,1.500017047
19850,0.014736616
19851,1.476482034
19852,0.472142249
19853,0.119866192
19854,1.80142498
19855,2.042937756
19856,2.603375196
19857,0.322939783
19858,0.55185616
19859,2.066815853
19860,0.950805426
19861,0.619227111
19862,0.95032841
19863,1.034457207
19864,0.999097288
19865,2.080098152
19866,0.710754275
19867,1.724225879
19868,1.876019239
19869,0.991372347
19870,2.246195316
19871,1.954407334
19872,2.551297188
19873,-0.052255657
19874,1.010173082
19875,1.012025595
19876,2.348632336
19877,0.545358956
19878,2.628059149
19879,2.887657166
19880,0.250089347
19881,1.877267599
19882,0.406936407
19883,1.488355875
19884,0.592761695
19885,0.450887471
19886,1.881065369
19887,1.565657735
19888,2.418391466
19889,0.335601777
19890,0.496821612
19891,2.274143219
19892,0.790954173
19893,0.828005016
19894,0.733517468
19895,1.284669518
19896,1.035831928
19897,1.907460809
19898,0.570561886
19899,1.536086559
19900,1.716235042
19901,0.946633458
19902,2.362389326
19903,1.713369727
19904,2.720271826
19905,0.112245284
19906,1.371384501
19907,0.954653561
19908,2.329610825
19909,0.694143951
19910,2.841231108
19911,2.901457787
19912,0.426845372
19913,1.640399218
19914,0.76083082
19915,1.898517132
19916,0.402659625
19917,0.425887823
19918,1.844542623
19919,2.264745951
19920,2.315475702
19921,0.426689357
19922,0.66314882
19923,1.87999773
19924,0.906345844
19925,0.833631873
19926,0.960634947
19927,1.592261553
19928,1.033846259
19929,1.926643014
19930,0.590122879
19931,1.806883574
19932,1.732577682
19933,1.04141438
19934,2.221538067
19935,1.79462862
19936,2.550216913
19937,-0.08577536
19938,1.040820479
19939,0.830068231
19940,2.430058479
19941,0.585303009
19942,2.798403025
19943,3.031407356
19944,0.284886956
19945,1.726679325
19946,0.479934335
19947,1.316974998
19948,0.97559607
19949,0.417298675
19950,1.840119243
19951,1.69771111
19952,2.431822062
19953,0.536954582
19954,0.698997736
19955,1.871705294
19956,0.931504905
19957,0.633642495
19958,0.978110909
19959,1.570118904
19960,0.947670698
19961,2.050408125
19962,0.656347513
19963,1.653000951
19964,1.64877522
19965,1.13847506
19966,2.444593191
19967,1.690982103
19968,2.912853003
19969,0.014414101
19970,1.084689736
19971,0.946608126
19972,2.254343987
19973,0.68201524
19974,2.571692467
19975,2.701724768
19976,0.255065799
19977,1.585155606
19978,0.378333539
19979,2.066188812
19980,0.413163513
19981,0.325718343
19982,1.873605847
19983,1.888903379
19984,2.832672119
19985,0.278808713
19986,0.565576553
19987,2.035193682
19988,0.778632522
19989,0.746002138
19990,0.898445725
19991,1.271564245
19992,1.0249722
19993,2.069056511
19994,0.626041114
19995,1.710143328
19996,1.852151275
19997,1.003618717
19998,2.212120295
19999,1.790734529
20000,2.506969929
20001,0.096441701
20002,1.169133544
20003,1.004750967
20004,2.166162491
20005,0.655409157
20006,2.653989553
20007,2.862504005
20008,0.429740578
20009,1.622186422
20010,0.118479706
20011,1.804778337
20012,0.488237023
20013,0.233825952
20014,1.847412348
20015,1.838603735
20016,2.365301609
20017,0.489607513
20018,0.603637874
20019,2.109459877
20020,0.724310637
20021,0.731961668
20022,0.902189791
20023,1.401258707
20024,1.051800489
20025,2.14627099
20026,0.673142433
20027,1.532516479
20028,1.909871697
20029,1.034501672
20030,2.148453474
20031,1.875411391
20032,2.638143301
20033,0.83138907
20034,1.092020631
20035,1.028884649
20036,2.152647972
20037,0.883794188
20038,2.988177776
20039,2.841386557
20040,0.344377339
20041,1.916731596
20042,0.47229594
20043,1.551827669
20044,0.429546624
20045,0.661311924
20046,1.718475461
20047,1.696799517
20048,2.514905453
20049,0.264204204
20050,0.544190824
20051,1.866856456
20052,0.87327069
20053,1.020324588
20054,0.845147371
20055,1.369007468
20056,1.0570333
20057,2.040026426
20058,0.547214091
20059,1.629868865
20060,1.734636664
20061,0.967609763
20062,2.276744843
20063,1.894978285
20064,2.674672365
20065,-0.1283416
20066,1.314199924
20067,1.095219493
20068,2.407920599
20069,0.572068036
20070,2.467683077
20071,2.911039352
20072,0.171777323
20073,2.039252758
20074,0.504771411
20075,1.497939706
20076,0.584588408
20077,0.59705776
20078,1.741515398
20079,1.627987027
20080,2.525137901
20081,0.278599352
20082,0.610999227
20083,2.252182484
20084,0.858037531
20085,0.722438812
20086,1.008993745
20087,1.707104445
20088,1.033839583
20089,2.109272718
20090,0.695251644
20091,1.605805516
20092,1.740835309
20093,0.981274843
20094,2.442888737
20095,1.949085236
20096,2.699338198
20097,0.062675886
20098,0.991036057
20099,1.170017242
20100,2.40067029
20101,0.870749176
20102,2.728123665
20103,2.682427168
20104,0.350470573
20105,1.568462014
20106,0.815874517
20107,2.273294687
20108,0.861148357
20109,0.238095731
20110,1.989053369
20111,1.810578227
20112,2.519036293
20113,0.446393251
20114,0.675691247
20115,1.985907435
20116,0.961022019
20117,0.691059768
20118,1.067665577
20119,1.257598758
20120,1.036855936
20121,2.141169071
20122,0.713317811
20123,1.516165257
20124,1.945403814
20125,1.157816052
20126,2.39088273
20127,1.669175386
20128,2.601798773
20129,0.114761263
20130,1.116654515
20131,1.040464282
20132,2.080596924
20133,0.878558278
20134,3.058507919
20135,3.023237705
20136,0.198983103
20137,1.564156055
20138,0.575391173
20139,1.83972919
20140,0.729773402
20141,0.486449629
20142,1.800979853
20143,1.561808348
20144,2.323682547
20145,0.274518281
20146,0.752094448
20147,2.080675602
20148,0.864231229
20149,0.590580165
20150,0.74636513
20151,1.360667348
20152,0.974336028
20153,2.026454449
20154,0.513303518
20155,1.637698054
20156,1.705170035
20157,0.950472891
20158,2.090467215
20159,1.871897101
20160,2.637040854
20161,0.541082382
20162,0.983036816
20163,1.112258673
20164,2.322826385
20165,0.452116162
20166,2.770336151
20167,3.002515554
20168,0.276505411
20169,1.715733647
20170,0.208476588
20171,1.637794018
20172,0.574056506
20173,0.594145596
20174,1.791783333
20175,1.719820619
20176,2.370025396
20177,0.319033682
20178,0.557149649
20179,1.919842839
20180,0.914083779
20181,0.834873319
20182,1.001981497
20183,1.47372508
20184,1.018799067
20185,2.085891724
20186,0.672281206
20187,1.514879227
20188,1.613455176
20189,1.055633664
20190,2.624287844
20191,1.937140942
20192,2.706233025
20193,0.048207354
20194,0.889713168
20195,0.885030687
20196,2.372009516
20197,0.805492938
20198,2.53473258
20199,2.937072515
20200,0.425047725
20201,1.6034621
20202,0.166734904
20203,2.086739302
20204,0.521488965
20205,0.652528226
20206,2.059458256
20207,1.452181935
20208,2.537597895
20209,0.279035121
20210,0.491596907
20211,2.062694788
20212,0.805594683
20213,0.684991419
20214,0.875783801
20215,1.906749487
20216,0.973936856
20217,1.927431941
20218,0.57765305
20219,1.569305897
20220,1.666875243
20221,1.019716501
20222,2.259063482
20223,1.974999666
20224,2.50004077
20225,-0.169158533
20226,0.667394221
20227,1.026956081
20228,2.460019112
20229,0.984225392
20230,2.696776152
20231,2.655166864
20232,0.294317394
20233,1.934827566
20234,0.552036047
20235,1.931194544
20236,0.476619214
20237,0.350008905
20238,1.722023129
20239,1.607072353
20240,2.50942564
20241,0.367342502
20242,0.797121465
20243,2.013716936
20244,0.714268088
20245,0.758155167
20246,0.935281754
20247,1.312390804
20248,1.029174447
20249,2.017779827
20250,0.679463029
20251,1.740175724
20252,1.569082856
20253,1.136233449
20254,2.31645155
20255,1.841197729
20256,2.684114456
20257,0.151546121
20258,1.080677867
20259,0.898477197
20260,2.485835075
20261,0.316245049
20262,2.513273716
20263,2.866377354
20264,0.140349224
20265,2.099895239
20266,-0.017101912
20267,1.684565544
20268,0.40504086
20269,0.404075831
20270,2.068091154
20271,1.575742841
20272,2.434618235
20273,0.319614828
20274,0.511084616
20275,2.039553881
20276,0.877288103
20277,0.765306294
20278,0.935320318
20279,1.084421873
20280,1.193326592
20281,2.012107849
20282,0.681843102
20283,1.57765913
20284,1.728338957
20285,1.043698907
20286,2.167276621
20287,1.682806492
20288,2.442975283
20289,-0.14964588
20290,1.111288071
20291,1.033790112
20292,2.294092655
20293,0.353481323
20294,2.405219793
20295,2.713835478
20296,0.376027375
20297,1.803112745
20298,0.376539052
20299,1.845897555
20300,0.697982013
20301,0.398905069
20302,1.747702241
20303,1.850118756
20304,2.632265568
20305,0.31199044
20306,0.65990299
20307,2.144415855
20308,1.024927735
20309,0.658801973
20310,1.071799874
20311,1.339220762
20312,0.779758036
20313,2.073403597
20314,0.617409408
20315,1.61888361
20316,1.72350812
20317,1.128383994
20318,2.157954931
20319,1.861269593
20320,2.682006359
20321,-0.088616036
20322,1.058766484
20323,1.146111965
20324,2.470696688
20325,0.573616445
20326,2.757207155
20327,2.918064594
20328,0.205962121
20329,1.716287732
20330,0.720263541
20331,1.942221403
20332,0.945035756
20333,0.570232451
20334,1.824793816
20335,1.590855241
20336,2.340839624
20337,0.291178495
20338,0.536721945
20339,2.074379921
20340,0.663110375
20341,0.718842506
20342,0.887806892
20343,1.481331825
20344,1.071606874
20345,2.108415127
20346,0.639618099
20347,1.629447222
20348,1.752051115
20349,1.016911268
20350,2.3034091
20351,1.720468283
20352,2.648322582
20353,0.340444595
20354,1.095462322
20355,0.912930369
20356,2.344782114
20357,0.669703484
20358,2.49226284
20359,3.092047453
20360,0.266399205
20361,1.870804429
20362,0.22351937
20363,2.053071499
20364,0.606096447
20365,-0.014508708
20366,1.716392517
20367,1.293965816
20368,2.433963299
20369,0.475125968
20370,0.515676558
20371,2.088798761
20372,0.907985151
20373,0.82942307
20374,0.848697543
20375,1.562066317
20376,1.081446528
20377,2.053421736
20378,0.723698556
20379,1.642461896
20380,1.509136438
20381,1.068447828
20382,2.393100739
20383,1.560169339
20384,2.556644201
20385,-0.043346915
20386,1.105063677
20387,0.94326663
20388,2.336026669
20389,0.628953695
20390,3.164929628
20391,2.892164707
20392,0.215660438
20393,1.721499443
20394,0.586368203
20395,1.651579618
20396,0.407125801
20397,0.286804408
20398,1.70810771
20399,1.643346786
20400,2.679288626
20401,0.440843135
20402,0.624962449
20403,2.126405239
20404,0.918859363
20405,0.768690169
20406,0.979311287
20407,1.316447496
20408,0.879244149
20409,2.074436426
20410,0.618192673
20411,1.678117156
20412,1.674586177
20413,1.12705183
20414,2.122340202
20415,1.830078959
20416,2.617136478
20417,0.225650474
20418,1.433054328
20419,0.896498263
20420,2.450030327
20421,0.604400456
20422,2.847176313
20423,2.588471413
20424,0.373219162
20425,1.765785336
20426,0.14238131
20427,2.132295847
20428,0.236750707
20429,0.237632796
20430,2.002961397
20431,1.720045567
20432,2.478790283
20433,0.354564607
20434,1.001679182
20435,2.070974827
20436,0.628081501
20437,0.696537971
20438,1.092109203
20439,1.214318991
20440,0.983851552
20441,1.863743305
20442,0.769139349
20443,1.72300005
20444,1.842208743
20445,1.083436728
20446,2.124027252
20447,2.149437189
20448,2.447620869
20449,0.068139262
20450,1.160003662
20451,0.864696145
20452,2.048351288
20453,0.348358601
20454,3.090318441
20455,2.76941824
20456,0.34258163
20457,1.664490342
20458,0.588652015
20459,1.997867346
20460,0.543385625
20461,0.600907087
20462,1.723680377
20463,1.950852633
20464,2.64127636
20465,0.331460118
20466,0.720901012
20467,1.919300795
20468,0.940878391
20469,0.960799932
20470,0.943842709
20471,1.371420622
20472,0.787094891
20473,1.968529582
20474,0.596367538
20475,1.659371257
20476,1.937022805
20477,1.152653813
20478,2.184574127
20479,1.683332801
20480,2.684023619
20481,-0.224547699
20482,1.123695493
20483,1.015874624
20484,2.413223028
20485,0.561139882
20486,2.629404783
20487,3.079656363
20488,0.486768395
20489,1.889205337
20490,0.054060824
20491,1.393420219
20492,0.845497489
20493,0.572952569
20494,1.802817941
20495,1.71793592
20496,2.399445057
20497,0.252937406
20498,0.66412878
20499,1.93346107
20500,0.870899081
20501,0.851022422
20502,0.901204467
20503,1.376141548
20504,1.07384634
20505,2.00741744
20506,0.60082072
20507,1.764062166
20508,1.855291009
20509,0.977772117
20510,2.184614182
20511,1.671272159
20512,2.781392574
20513,-0.003431597
20514,1.396340609
20515,0.916492522
20516,2.213782549
20517,0.750862896
20518,2.601238012
20519,2.863921165
20520,0.315709263
20521,1.687231898
20522,0.121867388
20523,1.363446593
20524,0.527356088
20525,0.385810256
20526,1.766301394
20527,1.806517363
20528,2.634215117
20529,0.281238407
20530,0.479850888
20531,1.921672225
20532,0.767125428
20533,0.751493692
20534,1.041007638
20535,1.487929463
20536,0.937687397
20537,2.007661104
20538,0.622300625
20539,1.698829174
20540,1.631923556
20541,0.892460167
20542,1.989888906
20543,2.248415947
20544,2.701498747
20545,-0.334874332
20546,1.116342664
20547,1.101801872
20548,2.414539576
20549,0.78326261
20550,2.685073376
20551,2.852348328
20552,0.331096321
20553,1.620690227
20554,0.485210598
20555,2.018516779
20556,0.436386704
20557,0.376163602
20558,1.683603406
20559,1.663870573
20560,2.491238356
20561,0.3311207
20562,0.717970788
20563,1.943738103
20564,0.706614137
20565,0.778030276
20566,0.882806838
20567,1.574457407
20568,0.83259201
20569,2.237296581
20570,0.549892366
20571,1.863086581
20572,1.581354141
20573,0.830546319
20574,2.284035206
20575,1.798894763
20576,2.518918276
20577,0.412230819
20578,1.139734983
20579,1.116680503
20580,2.430853128
20581,0.592293561
20582,2.751298428
20583,2.936294079
20584,0.487192869
20585,2.058842659
20586,0.360293597
20587,2.300067902
20588,0.701267481
20589,0.505065203
20590,1.797141075
20591,1.359166503
20592,2.495418549
20593,0.359859526
20594,0.381549239
20595,1.985129118
20596,0.869713008
20597,0.893678129
20598,0.949167907
20599,1.454470515
20600,0.923511744
20601,2.210845232
20602,0.564596474
20603,1.731977344
20604,1.570461988
20605,1.080370784
20606,2.237195253
20607,1.632083297
20608,2.635166407
20609,0.583729804
20610,1.233991385
20611,0.93276906
20612,2.342817307
20613,0.642546177
20614,2.522812605
20615,2.87379384
20616,0.156258449
20617,1.826013565
20618,0.335430235
20619,1.546878934
20620,0.798491001
20621,0.296338499
20622,1.792291641
20623,1.513703942
20624,2.490754604
20625,0.239608571
20626,0.716882885
20627,2.19633007
20628,0.765694439
20629,0.704678357
20630,0.770389199
20631,1.198560119
20632,0.972961724
20633,1.933362603
20634,0.635734141
20635,1.626074195
20636,1.757952213
20637,1.072239399
20638,2.260495663
20639,1.979370475
20640,2.58306098
20641,0.065526582
20642,1.131171107
20643,0.790466428
20644,2.572078943
20645,0.431043386
20646,2.73713994
20647,3.019224644
20648,0.26948151
20649,1.640511036
20650,0.114498533
20651,1.925188303
20652,0.715710521
20653,0.741704881
20654,1.848154187
20655,1.872076511
20656,2.70608139
20657,0.254378021
20658,0.952166617
20659,2.16154933
20660,0.668052316
20661,0.704982042
20662,0.893899918
20663,1.516084075
20664,1.140799046
20665,1.947560549
20666,0.641821444
20667,1.614324927
20668,1.710137248
20669,1.152180672
20670,2.426364422
20671,1.866483569
20672,2.757846594
20673,0.37656939
20674,1.02939117
20675,1.01665628
20676,2.511279821
20677,0.581964076
20678,2.377431631
20679,2.977914095
20680,0.554147124
20681,1.494165182
20682,0.016438924
20683,1.46458149
20684,0.566263914
20685,0.154225215
20686,1.794644237
20687,1.265454173
20688,2.474553347
20689,0.355321616
20690,0.721482337
20691,1.956141949
20692,0.859710038
20693,0.647269428
20694,0.778055131
20695,1.239171386
20696,0.977524698
20697,1.926898837
20698,0.582826138
20699,1.606936693
20700,1.697452784
20701,1.159925938
20702,2.558414459
20703,1.723330021
20704,2.876497984
20705,0.924686134
20706,1.131654978
20707,0.789930224
20708,2.514094353
20709,0.655945897
20710,2.717623949
20711,2.773998022
20712,0.213087454
20713,1.839875817
20714,0.478319407
20715,2.085522652
20716,0.69119066
20717,0.503631711
20718,1.929031253
20719,1.412932396
20720,2.799797058
20721,0.29095751
20722,0.63946557
20723,2.047352076
20724,1.06867969
20725,0.607965767
20726,0.873184979
20727,1.159200788
20728,1.041711569
20729,2.12486434
20730,0.644420147
20731,1.727704406
20732,1.927006125
20733,0.963501573
20734,2.45024538
20735,1.844627261
20736,2.633423805
20737,0.017778998
20738,0.98613286
20739,0.870663226
20740,2.365735292
20741,0.770655394
20742,2.690678596
20743,3.08095789
20744,0.226215422
20745,1.638160467
20746,0.402899623
20747,1.83975935
20748,0.382088751
20749,0.192931548
20750,1.718609452
20751,1.452950597
20752,2.56071496
20753,0.341953516
20754,0.54554987
20755,1.837369204
20756,0.802811563
20757,0.668005109
20758,0.775022924
20759,1.403965592
20760,1.039868593
20761,2.061739683
20762,0.646819055
20763,1.56740129
20764,1.542739987
20765,0.900800109
20766,2.262909412
20767,2.223484278
20768,2.919066906
20769,0.100125469
20770,1.122641087
20771,0.88095957
20772,2.442105055
20773,0.476632416
20774,2.815780163
20775,2.908092022
20776,0.229830354
20777,1.756994009
20778,0.035310678
20779,2.074506283
20780,0.388515145
20781,0.697670043
20782,1.825600505
20783,1.886779189
20784,2.440021276
20785,0.321393758
20786,0.746173084
20787,2.154505968
20788,0.746617794
20789,0.517764986
20790,0.822927415
20791,1.472839594
20792,0.93546313
20793,2.017324448
20794,0.665783286
20795,1.534800768
20796,1.647880316
20797,0.935849905
20798,2.317637444
20799,1.974620104
20800,2.531271935
20801,0.408841819
20802,1.021091104
20803,0.863231897
20804,2.259821892
20805,0.812476218
20806,3.017980814
20807,3.06071949
20808,0.34485814
20809,1.65330863
20810,0.677843571
20811,1.692768097
20812,0.291121215
20813,0.519817173
20814,1.792836905
20815,1.794322968
20816,2.568932772
20817,0.398840725
20818,0.644197941
20819,2.199034691
20820,0.69082582
20821,0.756036401
20822,1.055340767
20823,1.244729877
20824,1.042222261
20825,2.081518173
20826,0.572087109
20827,1.93066287
20828,1.93773973
20829,0.922089815
20830,2.309850931
20831,2.110882044
20832,2.505727053
20833,-0.130747497
20834,0.963757098
20835,0.909328222
20836,2.364624977
20837,0.48941198
20838,2.94955802
20839,2.952064753
20840,0.239841819
20841,1.695805788
20842,0.461941123
20843,1.837917209
20844,0.350769907
20845,0.448393881
20846,1.920796156
20847,1.575476885
20848,2.459222555
20849,0.277044445
20850,0.606275856
20851,1.894121647
20852,0.892342269
20853,0.666020632
20854,0.866929591
20855,1.342761874
20856,1.162253261
20857,1.953389764
20858,0.587593019
20859,1.631062269
20860,1.860036731
20861,0.821473837
20862,2.154601574
20863,1.722639322
20864,2.80312705
20865,0.042632043
20866,0.877179801
20867,0.969845891
20868,2.33104372
20869,0.673472285
20870,2.778580427
20871,3.124133825
20872,0.465402693
20873,1.841553807
20874,0.847892404
20875,1.723277569
20876,0.665895104
20877,0.291594565
20878,1.893035173
20879,1.887844443
20880,2.566072702
20881,0.362783194
20882,0.61862731
20883,2.18507123
20884,1.017477512
20885,0.590062499
20886,0.808147669
20887,1.187530398
20888,0.970710099
20889,2.073507309
20890,0.492654383
20891,1.77265811
20892,1.878475904
20893,0.984133601
20894,2.362509727
20895,1.9158957
20896,2.689331293
20897,0.296152949
20898,1.042798758
20899,0.82921648
20900,2.213692188
20901,0.652862608
20902,2.66595912
20903,2.713942766
20904,0.322101712
20905,1.875140071
20906,0.07054577
20907,1.87934351
20908,0.443350106
20909,0.527402282
20910,1.934985876
20911,1.198973536
20912,2.541041851
20913,0.500074983
20914,0.556933701
20915,2.107414961
20916,0.828646004
20917,0.632840693
20918,0.863336146
20919,1.168847203
20920,1.092808723
20921,2.075070143
20922,0.612860858
20923,2.159770727
20924,1.864349842
20925,0.990705669
20926,2.673511267
20927,2.161094666
20928,2.723080158
20929,0.097146466
20930,1.02935946
20931,0.809738696
20932,2.188668251
20933,0.553773165
20934,2.885991096
20935,2.997442484
20936,0.217951283
20937,1.697408199
20938,0.793873906
20939,2.534506798
20940,0.515910447
20941,0.560227156
20942,1.802410483
20943,1.444684386
20944,2.390976191
20945,0.281425476
20946,0.524482489
20947,2.014704704
20948,0.748949945
20949,0.740535438
20950,0.846703112
20951,1.357523441
20952,0.982226312
20953,2.05885458
20954,0.617943168
20955,1.664087772
20956,1.847896338
20957,0.917158484
20958,2.455197811
20959,1.806795835
20960,2.859258413
20961,-0.085131809
20962,0.922062635
20963,0.93490231
20964,2.299899817
20965,0.666463077
20966,2.558838844
20967,2.848208189
20968,0.358429015
20969,1.697148085
20970,0.235876203
20971,1.980901957
20972,0.825400114
20973,0.956897616
20974,1.830720663
20975,1.746500373
20976,2.565315008
20977,0.344490111
20978,0.633327961
20979,1.915481567
20980,0.786872268
20981,0.713164747
20982,0.876524627
20983,1.321352363
20984,1.188739896
20985,2.014520884
20986,0.582907498
20987,1.714117646
20988,1.82453227
20989,1.377954364
20990,2.603111744
20991,1.983636022
20992,2.710105419
20993,0.044171207
20994,1.251818538
20995,0.957303524
20996,2.200032234
20997,0.50302124
20998,2.746901751
20999,2.725511551
21000,0.370849818
21001,1.640398622
21002,-0.008929213
21003,1.938894272
21004,0.469800711
21005,0.338843197
21006,1.795146465
21007,1.782203674
21008,2.231578827
21009,0.22890234
21010,0.673744857
21011,1.935040593
21012,0.749478459
21013,0.670080483
21014,0.962922275
21015,1.465950727
21016,0.848468184
21017,2.101934195
21018,0.678262413
21019,1.813613772
21020,1.811649203
21021,0.960292339
21022,2.275580168
21023,1.638218403
21024,2.639700413
21025,-0.04993121
21026,1.028934717
21027,1.135814786
21028,2.568462372
21029,0.169037074
21030,2.74788022
21031,2.981494665
21032,0.361272275
21033,1.497371078
21034,0.380072922
21035,1.933478832
21036,0.238865182
21037,0.581115901
21038,1.79484129
21039,1.479270458
21040,2.460471153
21041,0.309470147
21042,0.756557405
21043,1.85979712
21044,0.822366714
21045,0.735796392
21046,0.983243048
21047,1.323959708
21048,0.99247545
21049,2.191947222
21050,0.606603026
21051,1.544542551
21052,1.708897352
21053,0.926684916
21054,2.29160881
21055,1.499445319
21056,2.572765112
21057,-0.113091275
21058,1.064180255
21059,0.963922322
21060,2.424696445
21061,0.603179216
21062,2.577272892
21063,2.928354263
21064,0.489375055
21065,1.682896972
21066,0.147098616
21067,2.097822428
21068,0.699106276
21069,0.32867986
21070,1.876079202
21071,2.110178709
21072,2.551857233
21073,0.340916872
21074,0.729262352
21075,2.242118359
21076,0.89821887
21077,0.604355037
21078,0.743284881
21079,1.352454424
21080,0.989980757
21081,2.216648579
21082,0.682130337
21083,1.484281898
21084,1.677466989
21085,0.8362602
21086,2.307179928
21087,1.982548952
21088,2.738087416
21089,0.070979647
21090,1.267358661
21091,0.891895413
21092,2.581656933
21093,0.520003557
21094,2.63846612
21095,2.881780386
21096,0.383140087
21097,1.516158223
21098,0.234809637
21099,2.28749609
21100,0.590583205
21101,0.091753021
21102,1.826124907
21103,2.21036768
21104,2.42021966
21105,0.354481339
21106,0.834211946
21107,1.958362579
21108,0.825234294
21109,0.588117659
21110,0.817999721
21111,1.401114821
21112,0.935851455
21113,2.122308731
21114,0.63206929
21115,1.748384953
21116,1.817508817
21117,1.182700634
21118,2.288301468
21119,1.798510313
21120,2.684668064
21121,0.148373991
21122,1.198215127
21123,0.810917735
21124,2.332341194
21125,0.687659562
21126,2.973239899
21127,3.003069162
21128,0.423643351
21129,1.92561698
21130,0.61328125
21131,1.544102192
21132,0.317521274
21133,0.301651686
21134,1.951652765
21135,2.065275431
21136,2.572361469
21137,0.304510772
21138,0.569168985
21139,1.879661322
21140,0.818463445
21141,0.71585083
21142,1.00378859
21143,1.525764942
21144,1.000341892
21145,2.065199137
21146,0.709560335
21147,1.661317825
21148,1.758427262
21149,0.894731283
21150,2.500759363
21151,1.953329802
21152,2.784401178
21153,-0.19649066
21154,1.359896421
21155,0.782641232
21156,2.3795228
21157,0.886515617
21158,2.970046997
21159,2.807476997
21160,0.302205712
21161,1.900108695
21162,0.305876523
21163,1.885942459
21164,0.692860961
21165,0.463084638
21166,2.06242609
21167,1.758601427
21168,2.43798399
21169,0.27742517
21170,0.551225245
21171,2.087264299
21172,0.888670743
21173,0.85686928
21174,0.858127236
21175,1.591764808
21176,0.871446311
21177,1.87503624
21178,0.723605692
21179,1.826532245
21180,1.740423203
21181,0.872805238
21182,2.292348623
21183,1.643430114
21184,2.707761049
21185,0.058242347
21186,1.248844862
21187,0.883799076
21188,2.348930359
21189,0.544107914
21190,2.737724781
21191,2.950299978
21192,0.135125592
21193,1.625665069
21194,0.165227145
21195,1.613679767
21196,0.509684861
21197,0.04194475
21198,1.926049829
21199,1.233698487
21200,2.266539335
21201,0.299754858
21202,0.582659721
21203,1.93657434
21204,1.095929742
21205,0.589136004
21206,0.871098161
21207,1.21407485
21208,1.028108835
21209,1.993016124
21210,0.62015003
21211,1.741256237
21212,1.669570565
21213,1.214324951
21214,2.229729414
21215,1.635688066
21216,2.701793432
21217,-0.091968976
21218,1.312906265
21219,1.122410059
21220,2.404509068
21221,0.849868953
21222,2.756719828
21223,2.790281534
21224,0.355211705
21225,1.841529727
21226,0.60753262
21227,2.069100857
21228,0.859698296
21229,0.313417524
